chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	803450	812182	-	284593	FAM41C	1	7.3284465E-1	NOT_RUN
chr1	852952	854817	-	100130417	LOC100130417	1	7.3284465E-1	NOT_RUN
chr1	860529	879961	+	148398	SAMD11	1	7.3284465E-1	NOT_RUN
chr1	879582	894679	-	26155	NOC2L	1	7.3284465E-1	NOT_RUN
chr1	895966	901099	+	339451	KLHL17	1	7.3284465E-1	NOT_RUN
chr1	2160133	2241652	+	6497	SKI	1	1.8412011E-1	NOT_RUN
chr1	2252695	2322993	-	79906	MORN1	1	1.8412011E-1	NOT_RUN
chr1	2281852	2284100	-	100129534	LOC100129534	1	1.8412011E-1	NOT_RUN
chr1	2938045	2939467	+	140625	ACTRT2	3	9.36210468E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	2976180	2984289	-	440556	FLJ42875	3	9.36210468E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	2985741	3355185	+	63976	PRDM16	11	1.45292531E-1	DAVIES_SUCCESS
chr1	3371146	3397677	+	27237	ARHGEF16	1	1.05004015E-1	NOT_RUN
chr1	3404505	3528059	-	1953	MEGF6	1	6.56397035E-1	NOT_RUN
chr1	3541555	3546694	+	127262	TPRG1L	1	6.56397035E-1	NOT_RUN
chr1	3547330	3566671	-	49856	WRAP73	1	6.56397035E-1	NOT_RUN
chr1	3569128	3652765	+	7161	TP73	3	8.65941356E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	3652547	3663937	-	57212	TP73-AS1	2	7.6604206E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	3668964	3688209	+	148870	CCDC27	4	8.30343103E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	3689333	3692546	+	388588	SMIM1	4	8.30343103E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	3696783	3713068	-	57470	LRRC47	4	8.30343103E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	3728644	3773797	-	9731	CEP104	7	7.84779306E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	3773844	3801993	+	1677	DFFB	3	5.13228421E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	3805696	3816857	-	339448	C1orf174	3	5.13228421E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	3816967	3833879	+	100133612	LOC100133612	1	1.33470387E-1	NOT_RUN
chr1	4472110	4484744	+	284661	LOC284661	3	6.65551542E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	4715104	4843851	+	55966	AJAP1	3	6.15234943E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	5624130	5624203	+	100616489	MIR4417	3	5.69418352E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	5922869	6052533	-	261734	NPHP4	2	7.9430127E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	6052357	6161253	+	8514	KCNAB2	3	9.24379869E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	6281252	6296044	-	23463	ICMT	1	7.96500596E-2	NOT_RUN
chr1	6304251	6305638	+	390992	HES3	1	7.96500596E-2	NOT_RUN
chr1	6307405	6321035	-	387509	GPR153	1	7.96500596E-2	NOT_RUN
chr1	6324331	6453826	-	11332	ACOT7	1	7.96500596E-2	NOT_RUN
chr1	6673755	6684093	+	148479	PHF13	1	1.78423979E-1	NOT_RUN
chr1	6684924	6695646	+	90326	THAP3	1	1.78423979E-1	NOT_RUN
chr1	6694227	6761966	-	55735	DNAJC11	3	3.9799885E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	6845383	7829766	+	23261	CAMTA1	17	7.72735025E-2	DAVIES_SUCCESS
chr1	7831328	7841492	+	9341	VAMP3	1	4.90012233E-1	NOT_RUN
chr1	7844379	7905237	+	8863	PER3	5	4.06416244E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	7903142	7973294	-	10911	UTS2	5	4.11214641E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	7975930	8003225	-	3604	TNFRSF9	4	7.00487318E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	8021713	8045342	+	11315	PARK7	1	4.28569424E-2	NOT_RUN
chr1	8071778	8086393	-	54206	ERRFI1	1	4.28569424E-2	NOT_RUN
chr1	8384389	8404227	+	50651	SLC45A1	2	7.03443641E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	8412463	8877699	-	473	RERE	10	6.88154556E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	9294862	9331394	+	9563	H6PD	2	8.44966976E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	9352940	9429590	+	80176	SPSB1	2	5.23752742E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	9789078	9884550	-	22883	CLSTN1	1	2.41106869E-1	NOT_RUN
chr1	9908333	9970316	-	56998	CTNNBIP1	3	2.79296307E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	9989775	10003427	-	84328	LZIC	2	2.92214261E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	10003485	10045556	+	64802	NMNAT1	2	2.92214261E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	10093040	10241296	+	10277	UBE4B	1	9.87898914E-1	NOT_RUN
chr1	10270763	10441661	+	23095	KIF1B	8	7.17790389E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	10459084	10480201	+	5226	PGD	2	7.03709053E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	10490158	10512060	+	100526739	APITD1-CORT	3	3.19760691E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	10509775	10512060	+	1325	CORT	3	3.19760691E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	10520602	10532613	-	1676	DFFA	1	9.93767897E-2	NOT_RUN
chr1	10535002	10690815	+	5195	PEX14	2	1.26210264E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	10696665	10856733	-	54897	CASZ1	3	6.30746538E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	11006529	11042094	-	148345	C1orf127	2	1.73729775E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	11126675	11159938	-	5394	EXOSC10	1	5.90396475E-1	NOT_RUN
chr1	11166587	11322608	-	2475	MTOR	2	6.98774576E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	11203954	11209595	+	100873935	MTOR-AS1	1	5.90396475E-1	NOT_RUN
chr1	11249345	11256038	+	10218	ANGPTL7	1	7.08657814E-1	NOT_RUN
chr1	11333254	11348491	+	29914	UBIAD1	1	7.08657814E-1	NOT_RUN
chr1	11539294	11597640	+	57540	PTCHD2	1	5.94991229E-1	NOT_RUN
chr1	11796141	11810828	+	57085	AGTRAP	1	3.13278583E-1	NOT_RUN
chr1	11845786	11866160	-	4524	MTHFR	1	3.13278583E-1	NOT_RUN
chr1	11866152	11903201	+	1185	CLCN6	1	3.13278583E-1	NOT_RUN
chr1	11900375	11907674	+	100379251	NPPA-AS1	1	3.13278583E-1	NOT_RUN
chr1	11905766	11907840	-	4878	NPPA	1	3.13278583E-1	NOT_RUN
chr1	11994723	12035599	+	5351	PLOD1	2	4.0192261E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12040237	12073572	+	9927	MFN2	2	4.0192261E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12079298	12092106	+	60672	MIIP	2	4.0192261E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12123433	12204264	+	943	TNFRSF8	2	4.69453036E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12227059	12269277	+	7133	TNFRSF1B	2	4.69453036E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12251761	12251839	+	100616438	MIR4632	1	3.24376323E-1	NOT_RUN
chr1	12290112	12572098	+	55187	VPS13D	1	1.04854451E-2	NOT_RUN
chr1	12704565	12727097	+	343066	AADACL4	2	7.96313314E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12776117	12788726	+	126767	AADACL3	3	4.87046142E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12806162	12821102	+	93190	C1orf158	2	2.1134305E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12834983	12838048	+	390999	PRAMEF12	2	2.1134305E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12851545	12856777	+	65121	PRAMEF1	2	2.1134305E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	12884467	12891264	-	440560	PRAMEF11	2	2.1134305E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	13910251	13944452	+	10630	PDPN	3	3.11148412E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	14026734	14151574	+	7799	PRDM2	9	1.66245E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	14925212	15444544	+	23254	KAZN	14	3.11298813E-1	DAVIES_SUCCESS
chr1	15438310	15478960	-	200197	TMEM51-AS1	4	3.72854942E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15479027	15546974	+	55092	TMEM51	3	2.6794429E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15573767	15726778	+	114827	FHAD1	3	8.8466024E-2	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15736390	15756839	+	79180	EFHD2	1	7.68040014E-1	NOT_RUN
chr1	15764937	15773153	+	11330	CTRC	1	7.68040014E-1	NOT_RUN
chr1	15783222	15798586	+	63036	CELA2A	1	6.57921857E-1	NOT_RUN
chr1	15802595	15817895	+	51032	CELA2B	1	6.57921857E-1	NOT_RUN
chr1	15817323	15851285	-	842	CASP9	1	6.57921857E-1	NOT_RUN
chr1	15853351	15918874	+	23341	DNAJC16	2	5.70251188E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15898193	15911605	-	79814	AGMAT	1	3.97274356E-1	NOT_RUN
chr1	15943952	15987552	+	84301	DDI2	3	5.60486779E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	15986363	15988217	+	6248	RSC1A1	2	5.89472524E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16010826	16061264	+	23207	PLEKHM2	2	5.89472524E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16174358	16266950	+	23013	SPEN	2	9.12570774E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16268363	16302627	-	7709	ZBTB17	2	9.12570774E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16524598	16539104	-	128272	ARHGEF19	1	1.73980581E-1	NOT_RUN
chr1	16558181	16563659	-	79363	RSG1	1	1.73980581E-1	NOT_RUN
chr1	16576558	16678948	-	54455	FBXO42	4	1.87734299E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16693524	16724643	+	26099	SZRD1	1	6.52490957E-1	NOT_RUN
chr1	16722175	16763919	-	374955	SPATA21	1	5.41129721E-1	NOT_RUN
chr1	16767166	16786584	+	55707	NECAP2	2	7.53104943E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16793930	16819196	-	114819	CROCCP3	2	7.53104943E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	16875408	17185516	+	100500876	MIR3675	1	7.02841133E-1	NOT_RUN
chr1	17345224	17380665	-	6390	SDHB	2	9.17277484E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17393255	17445948	-	11240	PADI2	3	9.47482438E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17531620	17572501	+	29943	PADI1	4	6.12889032E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17575592	17610727	+	51702	PADI3	4	6.12889032E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17634689	17690495	+	23569	PADI4	3	5.46923329E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
chr1	17698740	17728195	+	353238	PADI6	1	8.20512548E-2	NOT_RUN
chr1	17733250	17766250	-	55920	RCC2	1	8.20512548E-2	NOT_RUN
chr1	17846826	18024370	+	55160	ARHGEF10L	1	2.3151504E-1	NOT_RUN
chr1	18081807	18153558	+	81569	ACTL8	3	4.03678554E-1	DAVIES_FAIL_FAREBROTHER_SUCCESS
