1,KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS,4
2,REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,4
3,REACTOME_SMOOTH_MUSCLE_CONTRACTION,4
4,REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,4
5,REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,4
6,REACTOME_CRMPS_IN_SEMA3A_SIGNALING,3
7,REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,3
8,REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS,3
9,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,3
10,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,3
11,BIOCARTA_CELLCYCLE_PATHWAY,3
12,BIOCARTA_G1_PATHWAY,3
13,BIOCARTA_PS1_PATHWAY,3
14,REACTOME_METABOLISM_OF_PROTEINS,3
15,REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,3
16,REACTOME_RAP1_SIGNALLING,3
17,REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,3
18,BIOCARTA_ASBCELL_PATHWAY,2
19,BIOCARTA_BARR_MAPK_PATHWAY,2
20,BIOCARTA_BARRESTIN_SRC_PATHWAY,2
21,BIOCARTA_BIOPEPTIDES_PATHWAY,2
22,BIOCARTA_BLYMPHOCYTE_PATHWAY,2
23,BIOCARTA_DC_PATHWAY,2
24,BIOCARTA_DNAFRAGMENT_PATHWAY,2
25,BIOCARTA_GABA_PATHWAY,2
26,BIOCARTA_GCR_PATHWAY,2
27,BIOCARTA_LONGEVITY_PATHWAY,2
28,BIOCARTA_RAC1_PATHWAY,2
29,BIOCARTA_SET_PATHWAY,2
30,KEGG_ALLOGRAFT_REJECTION,2
31,KEGG_ASTHMA,2
32,KEGG_BUTANOATE_METABOLISM,2
33,KEGG_CELL_ADHESION_MOLECULES_CAMS,2
34,KEGG_GRAFT_VERSUS_HOST_DISEASE,2
35,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,2
36,KEGG_NOTCH_SIGNALING_PATHWAY,2
37,KEGG_OLFACTORY_TRANSDUCTION,2
38,KEGG_TYPE_I_DIABETES_MELLITUS,2
39,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,2
40,REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,2
41,REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM,2
42,REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,2
43,REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA,2
44,REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA,2
45,REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,2
46,REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,2
47,REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,2
48,REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX,2
49,REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING,2
50,REACTOME_GABA_A_RECEPTOR_ACTIVATION,2
51,REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION,2
52,REACTOME_ION_CHANNEL_TRANSPORT,2
53,REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,2
54,REACTOME_IRON_UPTAKE_AND_TRANSPORT,2
55,REACTOME_LIGAND_GATED_ION_CHANNEL_TRANSPORT,2
56,REACTOME_NEURONAL_SYSTEM,2
57,REACTOME_OLFACTORY_SIGNALING_PATHWAY,2
58,REACTOME_PHOSPHOLIPID_METABOLISM,2
59,REACTOME_PI_METABOLISM,2
60,REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR,2
61,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,2
62,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,2
63,BIOCARTA_AKAP13_PATHWAY,2
64,BIOCARTA_ALK_PATHWAY,2
65,BIOCARTA_ATRBRCA_PATHWAY,2
66,BIOCARTA_CELL2CELL_PATHWAY,2
67,BIOCARTA_GRANULOCYTES_PATHWAY,2
68,BIOCARTA_GSK3_PATHWAY,2
69,BIOCARTA_LAIR_PATHWAY,2
70,BIOCARTA_LEPTIN_PATHWAY,2
71,BIOCARTA_MCALPAIN_PATHWAY,2
72,BIOCARTA_MEF2D_PATHWAY,2
73,BIOCARTA_P35ALZHEIMERS_PATHWAY,2
74,BIOCARTA_PITX2_PATHWAY,2
75,BIOCARTA_UCALPAIN_PATHWAY,2
76,BIOCARTA_WNT_PATHWAY,2
77,KEGG_FOLATE_BIOSYNTHESIS,2
78,KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,2
79,KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,2
80,KEGG_HEDGEHOG_SIGNALING_PATHWAY,2
81,KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,2
82,KEGG_ONE_CARBON_POOL_BY_FOLATE,2
83,KEGG_RIBOFLAVIN_METABOLISM,2
84,REACTOME_BETA_DEFENSINS,2
85,REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,2
86,REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,2
87,REACTOME_DEFENSINS,2
88,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,2
89,REACTOME_DESTABILIZATION_OF_MRNA_BY_KSRP,2
90,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,2
91,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,2
92,REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,2
93,REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,2
94,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,2
95,REACTOME_LIPOPROTEIN_METABOLISM,2
96,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,2
97,REACTOME_MRNA_SPLICING_MINOR_PATHWAY,2
98,REACTOME_N_GLYCAN_ANTENNAE_ELONGATION,2
99,REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,2
100,REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,2
101,REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,2
102,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,2
103,REACTOME_PROSTANOID_LIGAND_RECEPTORS,2
104,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_,2
105,REACTOME_RNA_POL_III_CHAIN_ELONGATION,2
106,REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER,2
107,REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER,2
108,REACTOME_RNA_POL_III_TRANSCRIPTION_TERMINATION,2
109,REACTOME_SIGNALING_BY_RHO_GTPASES,2
110,REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,2
111,REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,2
112,REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,2
113,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,2
114,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,2
115,REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS,2
116,REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION,2
117,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,2
118,REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,2
119,BIOCARTA_ATM_PATHWAY,1
120,BIOCARTA_CHREBP2_PATHWAY,1
121,BIOCARTA_CTCF_PATHWAY,1
122,BIOCARTA_FEEDER_PATHWAY,1
123,BIOCARTA_IL22BP_PATHWAY,1
124,BIOCARTA_MPR_PATHWAY,1
125,BIOCARTA_NO2IL12_PATHWAY,1
126,BIOCARTA_SODD_PATHWAY,1
127,KEGG_GLYCEROLIPID_METABOLISM,1
