chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	803450	812182	-	FAM41C	FAM41C	1	0.73284465	Simul
chr1	852952	854817	-	LOC100130417	LOC100130417	1	0.73284465	Simul
chr1	860529	879961	+	SAMD11	SAMD11	1	0.73284465	Simul
chr1	879582	894679	-	NOC2L	NOC2L	1	0.73284465	Simul
chr1	895966	901099	+	KLHL17	KLHL17	1	0.73284465	Simul
chr1	2160133	2241652	+	SKI	SKI	1	0.18412011	Simul
chr1	2252695	2322993	-	MORN1	MORN1	1	0.18412011	Simul
chr1	2281852	2284100	-	LOC100129534	LOC100129534	1	0.18412011	Simul
chr1	2938045	2939467	+	ACTRT2	ACTRT2	3	0.936210468	Simul
chr1	2976180	2984289	-	FLJ42875	FLJ42875	3	0.936210468	Simul
chr1	2985741	3355185	+	PRDM16	PRDM16	11	0.145292531	Simul
chr1	3371146	3397677	+	ARHGEF16	ARHGEF16	1	0.105004015	Simul
chr1	3404505	3528059	-	MEGF6	MEGF6	1	0.656397035	Simul
chr1	3541555	3546694	+	TPRG1L	TPRG1L	1	0.656397035	Simul
chr1	3547330	3566671	-	WRAP73	WRAP73	1	0.656397035	Simul
chr1	3569128	3652765	+	TP73	TP73	3	0.865941356	Simul
chr1	3652547	3663937	-	TP73-AS1	TP73-AS1	2	0.76604206	Simul
chr1	3668964	3688209	+	CCDC27	CCDC27	4	0.830343103	Simul
chr1	3689333	3692546	+	SMIM1	SMIM1	4	0.830343103	Simul
chr1	3696783	3713068	-	LRRC47	LRRC47	4	0.830343103	Simul
chr1	3728644	3773797	-	CEP104	CEP104	7	0.784779306	Simul
chr1	3773844	3801993	+	DFFB	DFFB	3	0.513228421	Simul
chr1	3805696	3816857	-	C1orf174	C1orf174	3	0.513228421	Simul
chr1	3816967	3833879	+	LOC100133612	LOC100133612	1	0.133470387	Simul
chr1	4472110	4484744	+	LOC284661	LOC284661	3	0.0665551542	Simul
chr1	4715104	4843851	+	AJAP1	AJAP1	3	0.615234943	Simul
chr1	5624130	5624203	+	MIR4417	MIR4417	3	0.569418352	Simul
chr1	5922869	6052533	-	NPHP4	NPHP4	2	0.79430127	Simul
chr1	6052357	6161253	+	KCNAB2	KCNAB2	3	0.924379869	Simul
chr1	6281252	6296044	-	ICMT	ICMT	1	0.0796500596	Simul
chr1	6304251	6305638	+	HES3	HES3	1	0.0796500596	Simul
chr1	6307405	6321035	-	GPR153	GPR153	1	0.0796500596	Simul
chr1	6324331	6453826	-	ACOT7	ACOT7	1	0.0796500596	Simul
