chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	803450	812182	-	FAM41C	FAM41C	1	0.548216529	Simul
chr1	852952	854817	-	LOC100130417	LOC100130417	1	0.548216529	Simul
chr1	860529	879961	+	SAMD11	SAMD11	1	0.548216529	Simul
chr1	879582	894679	-	NOC2L	NOC2L	1	0.548216529	Simul
chr1	895966	901099	+	KLHL17	KLHL17	1	0.548216529	Simul
chr1	2160133	2241652	+	SKI	SKI	1	0.949620102	Simul
chr1	2252695	2322993	-	MORN1	MORN1	1	0.949620102	Simul
chr1	2281852	2284100	-	LOC100129534	LOC100129534	1	0.949620102	Simul
chr1	2938045	2939467	+	ACTRT2	ACTRT2	3	0.520333117	Simul
chr1	2976180	2984289	-	FLJ42875	FLJ42875	3	0.520333117	Simul
chr1	2985741	3355185	+	PRDM16	PRDM16	11	0.233320856	Simul
chr1	3371146	3397677	+	ARHGEF16	ARHGEF16	1	0.637070227	Simul
chr1	3404505	3528059	-	MEGF6	MEGF6	1	0.332704844	Simul
chr1	3541555	3546694	+	TPRG1L	TPRG1L	1	0.332704844	Simul
chr1	3547330	3566671	-	WRAP73	WRAP73	1	0.332704844	Simul
chr1	3569128	3652765	+	TP73	TP73	3	0.52968973	Simul
chr1	3652547	3663937	-	TP73-AS1	TP73-AS1	2	0.529326956	Simul
chr1	3668964	3688209	+	CCDC27	CCDC27	4	0.552938048	Simul
chr1	3689333	3692546	+	SMIM1	SMIM1	4	0.552938048	Simul
chr1	3696783	3713068	-	LRRC47	LRRC47	4	0.552938048	Simul
chr1	3728644	3773797	-	CEP104	CEP104	7	0.557691354	Simul
chr1	3773844	3801993	+	DFFB	DFFB	3	0.42162259	Simul
chr1	3805696	3816857	-	C1orf174	C1orf174	3	0.42162259	Simul
chr1	3816967	3833879	+	LOC100133612	LOC100133612	1	0.201881191	Simul
chr1	4472110	4484744	+	LOC284661	LOC284661	3	0.697596009	Simul
chr1	4715104	4843851	+	AJAP1	AJAP1	3	0.652481834	Simul
chr1	5624130	5624203	+	MIR4417	MIR4417	3	0.350125942	Simul
chr1	5922869	6052533	-	NPHP4	NPHP4	2	0.302922722	Simul
chr1	6052357	6161253	+	KCNAB2	KCNAB2	3	0.492677007	Simul
chr1	6281252	6296044	-	ICMT	ICMT	1	0.0911885407	Simul
chr1	6304251	6305638	+	HES3	HES3	1	0.0911885407	Simul
chr1	6307405	6321035	-	GPR153	GPR153	1	0.0911885407	Simul
chr1	6324331	6453826	-	ACOT7	ACOT7	1	0.0911885407	Simul
chr1	6673755	6684093	+	PHF13	PHF13	1	0.28657877	Simul
chr1	6684924	6695646	+	THAP3	THAP3	1	0.28657877	Simul
chr1	6694227	6761966	-	DNAJC11	DNAJC11	3	0.45948964	Simul
chr1	6845383	7829766	+	CAMTA1	CAMTA1	17	0.439528506	Simul
chr1	7831328	7841492	+	VAMP3	VAMP3	1	0.337623243	Simul
chr1	7844379	7905237	+	PER3	PER3	5	0.426381852	Simul
chr1	7903142	7973294	-	UTS2	UTS2	5	0.459873807	Simul
chr1	7975930	8003225	-	TNFRSF9	TNFRSF9	4	0.636669735	Simul
chr1	8021713	8045342	+	PARK7	PARK7	1	0.0267642971	Simul
chr1	8071778	8086393	-	ERRFI1	ERRFI1	1	0.0267642971	Simul
chr1	8384389	8404227	+	SLC45A1	SLC45A1	2	0.762404174	Simul
chr1	8412463	8877699	-	RERE	RERE	10	0.53249744	Simul
chr1	9294862	9331394	+	H6PD	H6PD	2	0.272676157	Simul
chr1	9352940	9429590	+	SPSB1	SPSB1	2	0.432514472	Simul
chr1	9789078	9884550	-	CLSTN1	CLSTN1	1	0.241997389	Simul
chr1	9908333	9970316	-	CTNNBIP1	CTNNBIP1	3	0.37136147	Simul
chr1	9989775	10003427	-	LZIC	LZIC	2	0.415066113	Simul
chr1	10003485	10045556	+	NMNAT1	NMNAT1	2	0.415066113	Simul
chr1	10093040	10241296	+	UBE4B	UBE4B	1	0.0549184262	Simul
chr1	10270763	10441661	+	KIF1B	KIF1B	8	0.133213695	Simul
chr1	10459084	10480201	+	PGD	PGD	2	0.230586567	Simul
chr1	10490158	10512060	+	APITD1-CORT	APITD1-CORT	3	0.297915156	Simul
chr1	10509775	10512060	+	CORT	CORT	3	0.297915156	Simul
chr1	10520602	10532613	-	DFFA	DFFA	1	0.43117681	Simul
chr1	10535002	10690815	+	PEX14	PEX14	2	0.182857681	Simul
chr1	10696665	10856733	-	CASZ1	CASZ1	3	0.628275061	Simul
chr1	11006529	11042094	-	C1orf127	C1orf127	2	0.86327588	Simul
