chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr1	803450	812182	-	FAM41C	FAM41C	1	0.938815955	Simul
chr1	852952	854817	-	LOC100130417	LOC100130417	1	0.938815955	Simul
chr1	860529	879961	+	SAMD11	SAMD11	1	0.938815955	Simul
chr1	879582	894679	-	NOC2L	NOC2L	1	0.938815955	Simul
chr1	895966	901099	+	KLHL17	KLHL17	1	0.938815955	Simul
chr1	2160133	2241652	+	SKI	SKI	1	0.223156469	Simul
chr1	2252695	2322993	-	MORN1	MORN1	1	0.223156469	Simul
chr1	2281852	2284100	-	LOC100129534	LOC100129534	1	0.223156469	Simul
chr1	2938045	2939467	+	ACTRT2	ACTRT2	3	0.104477363	Simul
chr1	2976180	2984289	-	FLJ42875	FLJ42875	3	0.104477363	Simul
chr1	2985741	3355185	+	PRDM16	PRDM16	11	0.0253938563	Simul
chr1	3371146	3397677	+	ARHGEF16	ARHGEF16	1	0.0647491214	Simul
chr1	3404505	3528059	-	MEGF6	MEGF6	1	0.64336128	Simul
chr1	3541555	3546694	+	TPRG1L	TPRG1L	1	0.64336128	Simul
chr1	3547330	3566671	-	WRAP73	WRAP73	1	0.64336128	Simul
chr1	3569128	3652765	+	TP73	TP73	3	0.973211715	Simul
chr1	3652547	3663937	-	TP73-AS1	TP73-AS1	2	0.997816391	Simul
chr1	3668964	3688209	+	CCDC27	CCDC27	4	0.991213054	Simul
chr1	3689333	3692546	+	SMIM1	SMIM1	4	0.991213054	Simul
chr1	3696783	3713068	-	LRRC47	LRRC47	4	0.991213054	Simul
chr1	3728644	3773797	-	CEP104	CEP104	7	0.937838499	Simul
chr1	3773844	3801993	+	DFFB	DFFB	3	0.630757743	Simul
chr1	3805696	3816857	-	C1orf174	C1orf174	3	0.630757743	Simul
chr1	3816967	3833879	+	LOC100133612	LOC100133612	1	0.395217155	Simul
chr1	4472110	4484744	+	LOC284661	LOC284661	3	0.0546421927	Simul
chr1	4715104	4843851	+	AJAP1	AJAP1	3	0.264757629	Simul
chr1	5624130	5624203	+	MIR4417	MIR4417	3	0.126296139	Simul
chr1	5922869	6052533	-	NPHP4	NPHP4	2	0.826034378	Simul
chr1	6052357	6161253	+	KCNAB2	KCNAB2	3	0.870283731	Simul
chr1	6281252	6296044	-	ICMT	ICMT	1	0.224109335	Simul
chr1	6304251	6305638	+	HES3	HES3	1	0.224109335	Simul
chr1	6307405	6321035	-	GPR153	GPR153	1	0.224109335	Simul
chr1	6324331	6453826	-	ACOT7	ACOT7	1	0.224109335	Simul
chr1	6673755	6684093	+	PHF13	PHF13	1	0.121705191	Simul
chr1	6684924	6695646	+	THAP3	THAP3	1	0.121705191	Simul
chr1	6694227	6761966	-	DNAJC11	DNAJC11	3	0.234691811	Simul
chr1	6845383	7829766	+	CAMTA1	CAMTA1	17	0.338160698	Simul
chr1	7831328	7841492	+	VAMP3	VAMP3	1	0.0813096276	Simul
chr1	7844379	7905237	+	PER3	PER3	5	0.336161641	Simul
chr1	7903142	7973294	-	UTS2	UTS2	5	0.614745177	Simul
chr1	7975930	8003225	-	TNFRSF9	TNFRSF9	4	0.507244621	Simul
chr1	8021713	8045342	+	PARK7	PARK7	1	0.100107951	Simul
chr1	8071778	8086393	-	ERRFI1	ERRFI1	1	0.100107951	Simul
chr1	8384389	8404227	+	SLC45A1	SLC45A1	2	0.61037066	Simul
chr1	8412463	8877699	-	RERE	RERE	10	0.29282383	Simul
chr1	9294862	9331394	+	H6PD	H6PD	2	0.375994176	Simul
chr1	9352940	9429590	+	SPSB1	SPSB1	2	0.426585197	Simul
chr1	9789078	9884550	-	CLSTN1	CLSTN1	1	0.926392398	Simul
chr1	9908333	9970316	-	CTNNBIP1	CTNNBIP1	3	0.821139791	Simul
chr1	9989775	10003427	-	LZIC	LZIC	2	0.636115442	Simul
chr1	10003485	10045556	+	NMNAT1	NMNAT1	2	0.636115442	Simul
chr1	10093040	10241296	+	UBE4B	UBE4B	1	0.813455907	Simul
chr1	10270763	10441661	+	KIF1B	KIF1B	8	0.980248149	Simul
chr1	10459084	10480201	+	PGD	PGD	2	0.985943015	Simul
chr1	10490158	10512060	+	APITD1-CORT	APITD1-CORT	3	0.474200777	Simul
chr1	10509775	10512060	+	CORT	CORT	3	0.474200777	Simul
chr1	10520602	10532613	-	DFFA	DFFA	1	0.146400358	Simul
chr1	10535002	10690815	+	PEX14	PEX14	2	0.292539785	Simul
chr1	10696665	10856733	-	CASZ1	CASZ1	3	0.987957696	Simul
chr1	11006529	11042094	-	C1orf127	C1orf127	2	0.654971718	Simul
chr1	11126675	11159938	-	EXOSC10	EXOSC10	1	0.462044614	Simul
chr1	11166587	11322608	-	MTOR	MTOR	2	0.48659911	Simul
chr1	11203954	11209595	+	MTOR-AS1	MTOR-AS1	1	0.462044614	Simul
chr1	11249345	11256038	+	ANGPTL7	ANGPTL7	1	0.473995091	Simul
chr1	11333254	11348491	+	UBIAD1	UBIAD1	1	0.473995091	Simul
chr1	11539294	11597640	+	PTCHD2	PTCHD2	1	0.710253331	Simul
chr1	11796141	11810828	+	AGTRAP	AGTRAP	1	0.10803968	Simul
chr1	11845786	11866160	-	MTHFR	MTHFR	1	0.10803968	Simul
chr1	11866152	11903201	+	CLCN6	CLCN6	1	0.10803968	Simul
chr1	11900375	11907674	+	NPPA-AS1	NPPA-AS1	1	0.10803968	Simul
chr1	11905766	11907840	-	NPPA	NPPA	1	0.10803968	Simul
chr1	11994723	12035599	+	PLOD1	PLOD1	2	0.32481201	Simul
chr1	12040237	12073572	+	MFN2	MFN2	2	0.32481201	Simul
chr1	12079298	12092106	+	MIIP	MIIP	2	0.32481201	Simul
chr1	12123433	12204264	+	TNFRSF8	TNFRSF8	2	0.372206838	Simul
chr1	12227059	12269277	+	TNFRSF1B	TNFRSF1B	2	0.372206838	Simul
chr1	12251761	12251839	+	MIR4632	MIR4632	1	0.691076065	Simul
chr1	12290112	12572098	+	VPS13D	VPS13D	1	0.369369806	Simul
chr1	12704565	12727097	+	AADACL4	AADACL4	2	0.966430276	Simul
chr1	12776117	12788726	+	AADACL3	AADACL3	3	0.530950144	Simul
chr1	12806162	12821102	+	C1orf158	C1orf158	2	0.312644094	Simul
chr1	12834983	12838048	+	PRAMEF12	PRAMEF12	2	0.312644094	Simul
chr1	12851545	12856777	+	PRAMEF1	PRAMEF1	2	0.312644094	Simul
chr1	12884467	12891264	-	PRAMEF11	PRAMEF11	2	0.312644094	Simul
chr1	13910251	13944452	+	PDPN	PDPN	3	0.75890853	Simul
chr1	14026734	14151574	+	PRDM2	PRDM2	9	0.527117014	Simul
chr1	14925212	15444544	+	KAZN	KAZN	14	0.04196368	Simul
chr1	15438310	15478960	-	TMEM51-AS1	TMEM51-AS1	4	0.241798064	Simul
chr1	15479027	15546974	+	TMEM51	TMEM51	3	0.350828308	Simul
chr1	15573767	15726778	+	FHAD1	FHAD1	3	0.569728235	Simul
chr1	15736390	15756839	+	EFHD2	EFHD2	1	0.365848847	Simul
chr1	15764937	15773153	+	CTRC	CTRC	1	0.365848847	Simul
chr1	15783222	15798586	+	CELA2A	CELA2A	1	0.499228746	Simul
chr1	15802595	15817895	+	CELA2B	CELA2B	1	0.499228746	Simul
chr1	15817323	15851285	-	CASP9	CASP9	1	0.499228746	Simul
chr1	15853351	15918874	+	DNAJC16	DNAJC16	2	0.649957826	Simul
chr1	15898193	15911605	-	AGMAT	AGMAT	1	0.634642008	Simul
chr1	15943952	15987552	+	DDI2	DDI2	3	0.626258759	Simul
chr1	15986363	15988217	+	RSC1A1	RSC1A1	2	0.530992553	Simul
chr1	16010826	16061264	+	PLEKHM2	PLEKHM2	2	0.530992553	Simul
chr1	16174358	16266950	+	SPEN	SPEN	2	0.0764082416	Simul
chr1	16268363	16302627	-	ZBTB17	ZBTB17	2	0.0764082416	Simul
